"Daily temperatures (mean, min, max) for Richmond, VA. Jan 1, 1939 - Feb 20, 2024",,,
Datasource: NCDC Daily Data,,,
"Station: USW00013740, Richmond Airport",,,
,,,
YEARMONTHDAY,TAVG,TMAX,TMIN
19710819,,87,69
19710820,,88,66
19710821,,90,73
19710822,,88,70
19710823,,87,70
19710824,,79,59
19710825,,82,55
19710826,,81,63
19710827,,74,71
19710828,,82,64
19710829,,82,62
19710830,,85,61
19710831,,86,63
19710901,,80,64
19710902,,79,62
19710903,,83,63
19710904,,86,62
19710905,,89,66
19710906,,87,66
19710907,,86,62
19710908,,89,67
19710909,,87,64
19710910,,85,65
19710911,,86,72
19710912,,81,68
19710913,,77,60
19710914,,80,61
19710915,,83,59
19710916,,85,61
19710917,,86,68
19710918,,80,68
19710919,,82,66
19710920,,84,63
19710921,,74,62
19710922,,67,61
19710923,,76,61
19710924,,76,52
19710925,,72,48
19710926,,72,50
19710927,,79,60
19710928,,80,57
19710929,,78,62
19710930,,71,64
19711001,,75,69
19711002,,73,68
19711003,,80,68
19711004,,73,61
19711005,,83,60
19711006,,79,53
19711007,,71,46
19711008,,67,41
19711009,,71,48
19711010,,64,53
19711011,,67,41
19711012,,73,45
19711013,,77,46
19711014,,80,54
19711015,,80,52
19711016,,69,55
19711017,,70,57
19711018,,61,53
19711019,,64,52
19711020,,67,60
19711021,,70,58
19711022,,72,62
19711023,,66,63
19711024,,76,64
19711025,,77,66
19711026,,67,63
19711027,,70,59
19711028,,78,56
19711029,,72,59
19711030,,71,65
19711031,,75,68
19711101,,82,67
19711102,,84,70
19711103,,73,50
19711104,,59,35
19711105,,60,32
19711106,,71,37
19711107,,62,30
19711108,,47,26
19711109,,48,26
19711110,,58,33
19711111,,59,28
19711112,,68,34
19711113,,75,48
19711114,,61,41
19711115,,72,40
19711116,,67,43
19711117,,61,37
19711118,,69,35
19711119,,70,44
19711120,,62,40
19711121,,53,37
19711122,,44,27
19711123,,40,22
19711124,,45,34
19711125,,48,34
19711126,,46,24
19711127,,47,35
19711128,,54,34
19711129,,57,36
19711130,,54,35
19711201,,46,28
19711202,,38,25
19711203,,32,24
19711204,,47,25
19711205,,46,28
19711206,,65,37
19711207,,67,51
19711208,,56,49
19711209,,52,47
19711210,,62,44
19711211,,72,42
19711212,,68,42
19711213,,65,38
19711214,,57,36
19711215,,73,50
19711216,,80,60
19711217,,60,44
19711218,,44,21
19711219,,47,19
19711220,,58,40
19711221,,66,46
19711222,,46,27
19711223,,47,21
19711224,,64,32
19711225,,57,36
19711226,,69,38
19711227,,73,46
19711228,,75,48
19711229,,54,35
19711230,,70,42
19711231,,66,32
19720101,,44,26
19720102,,47,31
19720103,,52,25
19720104,,46,37
19720105,,54,28
19720106,,37,21
19720107,,50,20
19720108,,47,24
19720109,,50,26
19720110,,62,50
19720111,,58,53
19720112,,60,36
19720113,,70,49
19720114,,65,33
19720115,,35,12
19720116,,20,3
19720117,,39,5
19720118,,56,23
19720119,,66,39
19720120,,54,30
19720121,,52,44
19720122,,44,39
19720123,,62,41
19720124,,66,49
19720125,,61,37
19720126,,52,28
19720127,,40,30
19720128,,45,32
19720129,,44,26
19720130,,43,35
19720131,,42,25
19720201,,46,21
19720202,,35,33
19720203,,41,34
19720204,,38,22
19720205,,37,18
19720206,,50,26
19720207,,43,21
19720208,,33,13
19720209,,36,17
19720210,,37,19
19720211,,45,23
19720212,,52,21
19720213,,56,44
19720214,,57,36
19720215,,68,33
19720216,,51,34
19720217,,39,33
19720218,,35,32
19720219,,35,29
19720220,,33,18
19720221,,50,17
19720222,,50,27
19720223,,40,22
19720224,,60,35
19720225,,53,41
19720226,,60,35
19720227,,47,29
19720228,,63,31
19720229,,79,47
19720301,,78,49
19720302,,81,63
19720303,,70,31
19720304,,46,25
19720305,,54,33
19720306,,47,23
19720307,,66,39
19720308,,59,35
19720309,,45,28
19720310,,47,27
19720311,,50,22
19720312,,75,37
19720313,,67,46
19720314,,51,37
19720315,,57,31
19720316,,80,42
19720317,,58,45
19720318,,60,38
19720319,,57,37
19720320,,60,32
19720321,,75,38
